Time,Channel A,Channel B
-4.620000000,-2719.140604670,4.989262723
-4.615000000,21.060420615,6.142947123
-4.610000000,491.917920786,3.949259627
-4.605000000,-5617.849881511,5.115585342
-4.600000000,1819.387020181,5.007061038
-4.595000000,-95.762344109,-6.426092636
-4.590000000,-40.640659717,3.602171873
-4.585000000,-558.908344654,7.580948876
-4.580000000,-1258.221100626,1.385270735
-4.575000000,615.620708312,-4.817393081
-4.570000000,-3532.190628049,4.230892987
-4.565000000,610.066764103,-1.888378600
-4.560000000,418.944430024,-2.194308358
-4.555000000,-124.765241843,-3.705467301
-4.550000000,826.705998928,1.957851001
-4.545000000,2867.977958446,3.867525421
-4.540000000,301.131152209,-0.097939370
-4.535000000,-2838.718620458,-3.947108946
-4.530000000,-2297.955748455,-8.390548549
-4.525000000,-1724.350306009,-2.526387369
-4.520000000,-2809.229633207,3.851783687
-4.515000000,-2758.196871327,-2.793503429
-4.510000000,-2809.179870625,1.978492962
-4.505000000,2470.145029874,8.374579847
-4.500000000,2485.270857528,7.997614418
-4.495000000,-1855.182178510,4.218042819
-4.490000000,627.430257400,10.042593556
-4.485000000,262.774311353,1.238801178
-4.480000000,3413.522501360,-2.254806866
-4.475000000,-3460.028375604,3.882192577
-4.470000000,-163.421006535,-3.791247289
-4.465000000,-1659.583041781,-1.466792795
-4.460000000,-453.206009632,-0.311608312
-4.455000000,-620.460653000,-3.589658836
-4.450000000,-2132.294176452,-8.892686727
-4.445000000,1340.547963335,11.854781491
-4.440000000,1671.557810336,-0.487967501
-4.435000000,-3728.081906190,8.348910229
-4.430000000,2461.327118069,-2.965639276
-4.425000000,2251.189350292,-6.918573531
-4.420000000,4482.707493273,4.508301955
-4.415000000,855.359769557,2.316168882
-4.410000000,2742.611471265,-4.270592573
-4.405000000,-373.652328716,5.133155036
-4.400000000,-959.425254589,0.464168063
-4.395000000,2887.857241175,-7.856479711
-4.390000000,-718.598182600,4.009368874
-4.385000000,-995.311091788,0.262961587
-4.380000000,388.237033075,-0.956714832
-4.375000000,304.571787372,-4.041165457
-4.370000000,-1002.589447360,-6.990747133
-4.365000000,1923.877854396,-6.368461003
-4.360000000,571.320026092,0.783862806
-4.355000000,1362.744303653,-2.867082345
-4.350000000,1914.854284437,6.198075552
-4.345000000,2344.982458594,6.312374994
-4.340000000,-407.167043004,4.292231632
-4.335000000,2656.545976687,-3.461220544
-4.330000000,4894.562807876,-12.928507782
-4.325000000,920.615016875,0.396367572
-4.320000000,-584.570792021,-10.086514656
-4.315000000,-4194.418013452,20.704880563
-4.310000000,-3972.875054167,-6.124875527
-4.305000000,59.300096090,-10.522286210
-4.300000000,-1934.035076974,-3.249040412
-4.295000000,1073.993757253,-3.245510313
-4.290000000,2290.643072280,1.703692985
-4.285000000,638.953137851,-2.420283050
-4.280000000,-2631.605235486,7.697449674
-4.275000000,-3229.618085736,-0.520212227
-4.270000000,-2214.635005448,11.074117145
-4.265000000,1873.262495636,2.244056612
-4.260000000,1500.614057055,-3.975463165
-4.255000000,18.258126887,2.668886007
-4.250000000,-129.723535626,6.888715246
-4.245000000,2525.737798479,-20.040743705
-4.240000000,-431.621166832,6.032699455
-4.235000000,3067.509493019,-3.714780344
-4.230000000,594.727761441,-1.765192331
-4.225000000,-577.549810507,1.543198849
-4.220000000,-829.994981651,3.254684071
-4.215000000,1217.869051616,-6.436265046
-4.210000000,1553.666777699,4.153430041
-4.205000000,-2154.170704806,-2.924945682
-4.200000000,3097.812616734,-1.688012090
-4.195000000,-4106.155759368,-2.188947872
-4.190000000,460.695695082,-12.129449338
-4.185000000,3425.811174157,2.609357018
-4.180000000,-3662.865253216,0.831513170
-4.175000000,-244.545148672,-0.116971591
-4.170000000,1.330979600,-11.433830165
-4.165000000,-4710.310622065,-6.799071347
-4.160000000,643.224815511,2.386805600
-4.155000000,172.491541164,-3.985890038
-4.150000000,-2197.917282839,4.107393372
-4.145000000,1664.082104693,1.183714586
-4.140000000,-4471.340413812,2.375809881
-4.135000000,-4592.686733374,3.172615060
-4.130000000,2389.359922323,-3.785593783
-4.125000000,840.171779860,10.436677330
-4.120000000,-2203.687362173,-2.694865957
-4.115000000,-1800.241610315,-6.417823272
-4.110000000,-4072.898908436,-3.083024376
-4.105000000,-2645.118114949,0.690302189
-4.100000000,-3024.522777148,-2.538727208
-4.095000000,1354.961711703,-7.643358964
-4.090000000,-1076.889213797,-12.704060396
-4.085000000,-1513.594933899,-10.967289623
-4.080000000,1451.892612956,6.206603886
-4.075000000,721.947899193,-4.892709492
-4.070000000,2400.305879771,-0.855194894
-4.065000000,-3553.380260105,-7.871174383
-4.060000000,2849.605869036,4.883945317
-4.055000000,790.805256097,-10.981073678
-4.050000000,-1058.122777554,-5.549427593
-4.045000000,1906.312111605,6.461658205
-4.040000000,4081.092129170,-4.727316831
-4.035000000,-357.171150408,-11.692129030
-4.030000000,-403.780545873,1.138132797
-4.025000000,-931.189658228,-7.823940464
-4.020000000,-4359.584241807,5.164420739
-4.015000000,2891.843685974,9.101699237
-4.010000000,1296.449999220,4.545973730
-4.005000000,1051.707205875,-5.852061319
-4.000000000,1406.897891528,-4.444884540
-3.995000000,-1134.193039227,2.028131826
-3.990000000,4887.917234937,-1.326469186
-3.985000000,286.335350249,2.134346582
-3.980000000,-746.790326456,2.631255643
-3.975000000,-2637.171194611,-15.403126472
-3.970000000,5814.375240160,-8.347614562
-3.965000000,1843.627174513,2.004259925
-3.960000000,1955.151869362,4.767044416
-3.955000000,874.934569975,7.499092081
-3.950000000,-2912.213920987,-7.337788389
-3.945000000,1858.016253405,1.192076068
-3.940000000,-862.534365328,-0.497502996
-3.935000000,-1413.422247228,7.830102287
-3.930000000,3072.974270193,-10.164176866
-3.925000000,-340.291506752,-3.639558974
-3.920000000,-1283.298336110,0.714886690
-3.915000000,-3849.652903226,-4.375176816
-3.910000000,-3163.847501433,4.313942415
-3.905000000,122.835931575,0.634964617
-3.900000000,722.215596584,1.750912145
-3.895000000,1096.449905262,0.908000671
-3.890000000,-1465.272162770,1.628698520
-3.885000000,-993.831024728,-7.909523012
-3.880000000,1409.454794932,-6.480522663
-3.875000000,-2405.487894037,-11.244947242
-3.870000000,-3960.376978926,0.587398277
-3.865000000,255.122855838,6.187908489
-3.860000000,849.985745902,11.452632636
-3.855000000,-3161.188102433,0.375504364
-3.850000000,4186.788504944,-12.069269798
-3.845000000,-1049.718803900,-8.512346225
-3.840000000,-1446.413980822,-1.880672408
-3.835000000,3005.484644228,0.427292997
-3.830000000,-1185.035403655,8.337075371
-3.825000000,-1400.479524804,-5.347885111
-3.820000000,-2735.560003843,4.149237378
-3.815000000,1434.337652931,-7.291719896
-3.810000000,-1479.670879112,5.627832334
-3.805000000,2123.334588446,-8.787756966
-3.800000000,-838.898315103,0.851259602
-3.795000000,-1829.126446765,14.304912664
-3.790000000,3018.384954979,6.684607222
-3.785000000,2108.856745138,9.811796923
-3.780000000,-1434.686088363,-1.949328504
-3.775000000,-1011.262769597,1.742556809
-3.770000000,1670.317914235,3.781868433
-3.765000000,-1713.700710649,9.621406522
-3.760000000,-1551.353353151,-3.587788794
-3.755000000,-2531.853209978,-4.770928872
-3.750000000,291.359754965,2.166114084
-3.745000000,242.459032215,4.163360823
-3.740000000,2618.185549796,2.753885384
-3.735000000,-1102.491529831,-8.183253251
-3.730000000,-2449.211110912,-3.049358323
-3.725000000,-488.026693697,5.743437632
-3.720000000,1158.988952827,-2.733277227
-3.715000000,-3325.133705441,6.504442075
-3.710000000,1960.751981327,7.100978682
-3.705000000,653.393855179,6.932290657
-3.700000000,558.450914508,4.088921263
-3.695000000,1090.900043421,6.928449797
-3.690000000,-1768.919268492,7.257184832
-3.685000000,-1758.709238107,-4.733255120
-3.680000000,3542.360642263,8.257750230
-3.675000000,-740.315219435,-12.732339660
-3.670000000,2747.558679553,-4.340295073
-3.665000000,-419.166044922,-0.245829978
-3.660000000,-3369.343669471,-1.087431204
-3.655000000,-792.898830679,-7.083663711
-3.650000000,-371.556260700,-1.617090832
-3.645000000,-855.153923711,-7.629980477
-3.640000000,1602.759392283,-3.524886050
-3.635000000,327.363158101,3.318608357
-3.630000000,1194.012259417,-5.622275057
-3.625000000,1719.149136422,-6.520307106
-3.620000000,400.736782035,5.933110657
-3.615000000,2575.603556414,0.147948878
-3.610000000,616.429420881,-2.565297557
-3.605000000,-209.568693016,2.282847152
-3.600000000,-1956.337533262,-6.518242302
-3.595000000,3204.848622526,-4.020332958
-3.590000000,2192.619450574,-7.886257451
-3.585000000,-424.085699432,5.100600467
-3.580000000,196.022903143,-4.390247626
-3.575000000,-1290.497761579,5.861160454
-3.570000000,-1326.106016675,-12.039610843
-3.565000000,-2205.581980473,0.441813977
-3.560000000,-1654.632957321,-8.870704236
-3.555000000,-867.579691336,0.592755966
-3.550000000,1064.488428795,-9.847110276
-3.545000000,-2739.011317736,-6.621826973
-3.540000000,-293.764735366,2.900310936
-3.535000000,-1312.538630500,-2.939795128
-3.530000000,-790.015968389,-11.680006333
-3.525000000,3692.643177845,-11.277729261
-3.520000000,-2331.762363583,-6.231717681
-3.515000000,449.590726924,-4.672055122
-3.510000000,1644.062504315,2.291407771
-3.505000000,-1802.391538854,-5.820096156
-3.500000000,-155.864189749,6.771682010
-3.495000000,1374.819004973,-2.359689553
-3.490000000,1194.522165757,-4.149647897
-3.485000000,-2124.295450854,-8.773615058
-3.480000000,1247.992486332,2.723383521
-3.475000000,-2882.544750151,14.050333810
-3.470000000,-1515.432011737,-0.399690254
-3.465000000,-1773.351726952,1.268933776
-3.460000000,-1525.703581729,-10.318653438
-3.455000000,-3595.003387344,11.307352953
-3.450000000,489.236305644,-1.209192675
-3.445000000,5974.920907631,-0.531343531
-3.440000000,1486.722058459,-8.550688936
-3.435000000,2104.811996302,5.075282831
-3.430000000,1703.244291906,-2.503729135
-3.425000000,221.835024690,5.929108561
-3.420000000,2493.919960095,-19.714176244
-3.415000000,1550.216117916,2.964744974
-3.410000000,1051.180686817,-13.573441802
-3.405000000,-3922.661221946,5.103328269
-3.400000000,-2410.498533710,-3.349333393
-3.395000000,-7312.703347432,4.155072680
-3.390000000,-3698.416215486,0.200342668
-3.385000000,-1238.410188430,15.932027404
-3.380000000,-1534.962730173,4.253700566
-3.375000000,-3251.486516831,-12.092288487
-3.370000000,1713.346193782,3.780399680
-3.365000000,752.184384193,-12.187870953
-3.360000000,-1435.663493399,-11.166746126
-3.355000000,-1685.707398578,2.208553281
-3.350000000,750.476332103,0.561381063
-3.345000000,-2827.332239896,3.792549752
-3.340000000,1037.582221359,-4.632754168
-3.335000000,250.914920352,1.573438402
-3.330000000,-3037.177915842,-6.859352211
-3.325000000,532.847050306,2.584018771
-3.320000000,2179.921014131,-10.959267152
-3.315000000,2165.009020942,1.514460251
-3.310000000,-3323.056203450,-6.233219682
-3.305000000,279.350977811,-3.586110408
-3.300000000,989.934856139,6.445427999
-3.295000000,1224.253405302,2.321912135
-3.290000000,-2280.017769025,-0.744964770
-3.285000000,-2893.916988099,7.521975873
-3.280000000,21.799898904,-14.436059815
-3.275000000,89.933639508,-4.371546541
-3.270000000,-315.622379850,2.225325967
-3.265000000,-1347.172201925,2.062296891
-3.260000000,-2846.268655249,-2.254725210
-3.255000000,1271.729943435,1.844790550
-3.250000000,-2548.995014637,5.046655116
-3.245000000,-2486.180290033,7.065859752
-3.240000000,-2814.775689597,4.203171933
-3.235000000,-825.977531882,-4.441482082
-3.230000000,2740.387373441,-3.320023895
-3.225000000,1904.330229856,3.397279191
-3.220000000,-1069.350752351,5.146678523
-3.215000000,-1178.973113362,-6.456391717
-3.210000000,2423.746844703,-5.004330489
-3.205000000,-2363.613848291,-7.200815943
-3.200000000,1643.254144142,17.898094934
-3.195000000,326.744721565,-3.810336668
-3.190000000,-139.025127697,-7.051275902
-3.185000000,1374.994919576,-9.761201048
-3.180000000,-3066.648505396,-4.705968396
-3.175000000,-1078.815087844,3.969485097
-3.170000000,-4367.385619234,-4.960669414
-3.165000000,2938.280902524,6.357891121
-3.160000000,527.907092439,-5.130716248
-3.155000000,-1386.201105028,-0.050981400
-3.150000000,3493.793211064,-1.957273727
-3.145000000,460.260789211,-4.279595396
-3.140000000,1714.147732932,-0.349498786
-3.135000000,-3903.804807791,13.969682977
-3.130000000,-1182.689518303,-1.947292891
-3.125000000,-1751.504422163,12.198334622
-3.120000000,2592.389103005,5.518987989
-3.115000000,1717.829726708,7.142021726
-3.110000000,985.181250282,6.130806485
-3.105000000,-1995.904418573,-12.130132165
-3.100000000,2798.450207632,-1.685057197
-3.095000000,-3449.566966089,-5.534941202
-3.090000000,-1933.508120844,-2.724013774
-3.085000000,-729.553285412,-3.262820931
-3.080000000,-682.864029255,-13.436074784
-3.075000000,2072.193430886,2.756288922
-3.070000000,19.588887815,-2.487496532
-3.065000000,2829.223015416,-2.777336690
-3.060000000,-3191.729796136,14.480131608
-3.055000000,-387.221884480,4.012462950
-3.050000000,2527.604195580,3.969909888
-3.045000000,-2348.165614445,0.372453992
-3.040000000,-1162.393183763,-6.322880145
-3.035000000,-1639.922414964,4.649553394
-3.030000000,2572.150580206,-10.500336619
-3.025000000,1603.505594218,12.484264803
-3.020000000,-3526.794804603,-16.048538902
-3.015000000,-1732.312201301,-0.427624630
-3.010000000,1867.357296824,-17.079014014
-3.005000000,1485.601959577,0.111205094
-3.000000000,6280.421366684,-4.643753529
-2.995000000,1459.539971188,8.733697597
-2.990000000,-480.613248663,6.220443031
-2.985000000,1328.232681047,0.137325294
-2.980000000,1679.143290478,-1.042383225
-2.975000000,-1804.239676078,4.073206282
-2.970000000,-781.853303396,6.410044381
-2.965000000,-1557.672434422,1.911022916
-2.960000000,-1995.507685357,-8.799592958
-2.955000000,2781.761865385,-1.863978491
-2.950000000,-2731.422289709,-4.857771323
-2.945000000,-379.426286981,0.695336485
-2.940000000,-148.002985809,-17.690028712
-2.935000000,-3188.190754784,-13.306066578
-2.930000000,204.908595347,-3.322205401
-2.925000000,466.221769785,-6.777285746
-2.920000000,235.897945455,-2.661978295
-2.915000000,-516.839300352,-0.475996376
-2.910000000,2569.358928871,3.694782202
-2.905000000,652.537314742,8.082771562
-2.900000000,5830.069125787,2.409393263
-2.895000000,4130.276078357,-2.880761317
-2.890000000,2828.763601347,-1.996299155
-2.885000000,-1312.285423286,-1.537160192
-2.880000000,-1986.594907427,-8.852462640
-2.875000000,1528.458291066,1.197257125
-2.870000000,3511.457912774,-4.463761675
-2.865000000,107.298265114,-7.226207411
-2.860000000,-503.214788130,1.392892054
-2.855000000,-451.046702053,-11.799744856
-2.850000000,-570.631941975,0.794730867
-2.845000000,-398.465265130,-4.068570084
-2.840000000,-2366.228154539,-12.543182543
-2.835000000,-193.240090383,3.540274568
-2.830000000,-910.499731082,-0.492013000
-2.825000000,-1023.542079238,8.854933770
-2.820000000,-1450.426125935,-3.689068172
-2.815000000,2766.247426220,10.848885559
-2.810000000,2542.441565689,5.979703554
-2.805000000,-2252.248194108,1.810488391
-2.800000000,-673.336059645,7.875747052
-2.795000000,-188.382749085,4.513442227
-2.790000000,2220.920123356,-1.524450593
-2.785000000,114.825698714,-0.874697532
-2.780000000,1908.632818167,-3.379652073
-2.775000000,2709.838906282,1.499588367
-2.770000000,-685.689259828,0.614361205
-2.765000000,-1525.662598650,1.906590648
-2.760000000,601.972167895,-2.412892541
-2.755000000,-634.734184897,1.114608210
-2.750000000,-199.760785813,-4.184777161
-2.745000000,3050.121454790,-3.513208730
-2.740000000,-1080.840017750,-1.021937853
-2.735000000,1675.163682486,-5.545266545
-2.730000000,383.506263113,-0.371786824
-2.725000000,1522.501728196,-3.812691764
-2.720000000,-2345.741162523,1.358234065
-2.715000000,78.342990335,-11.275736180
-2.710000000,-4714.123235636,-1.315363878
-2.705000000,892.486321246,2.146313270
-2.700000000,-30.209092062,1.741864367
-2.695000000,-978.501355070,-12.800939054
-2.690000000,3076.075475897,7.152637127
-2.685000000,304.923416307,5.319741980
-2.680000000,2259.853334505,-7.881296768
-2.675000000,849.795395798,-2.166459586
-2.670000000,-932.917271508,-9.000916847
-2.665000000,585.265607894,8.447753690
-2.660000000,-413.127510578,2.084885584
-2.655000000,-4180.710639765,-6.312932336
-2.650000000,1923.238993301,-1.596150730
-2.645000000,3278.193810943,9.136775465
-2.640000000,3936.043782861,-3.335780879
-2.635000000,-956.605717232,2.072935325
-2.630000000,2252.912053400,-4.049235971
-2.625000000,-3059.707928695,-3.796950026
-2.620000000,2596.036094253,-8.882291831
-2.615000000,112.554647017,4.584882903
-2.610000000,2984.330819232,12.622816882
-2.605000000,1593.839271768,6.150939498
-2.600000000,-1646.063142091,3.746008489
-2.595000000,-586.049089482,-4.763638321
-2.590000000,-877.971304464,9.121489188
-2.585000000,1316.334146568,4.191622201
-2.580000000,2562.927744001,-13.884122104
-2.575000000,-3542.746021956,-8.964588123
-2.570000000,-1506.263123479,2.572933987
-2.565000000,949.526063306,0.193650921
-2.560000000,-1315.098994875,-12.905285127
-2.555000000,-401.696820220,8.623832871
-2.550000000,-140.958043637,-3.619514744
-2.545000000,451.991984946,7.242113544
-2.540000000,1180.535977837,-0.486301310
-2.535000000,-145.587382472,-6.638709266
-2.530000000,974.897021867,-7.009140274
-2.525000000,-2565.548344453,2.960004438
-2.520000000,-881.206527689,-2.545434294
-2.515000000,-1187.345851226,6.852029609
-2.510000000,2063.179738480,-1.131096937
-2.505000000,-494.550818962,0.936722822
-2.500000000,1254.743326500,5.270847060
-2.495000000,-4579.435149297,-11.424020418
-2.490000000,-2980.842397020,-5.668949059
-2.485000000,-3340.715051743,2.035065900
-2.480000000,1195.141691813,-10.064323085
-2.475000000,-1635.386074772,-1.004347257
-2.470000000,907.445684048,-7.110113450
-2.465000000,-1882.433849613,-1.063967615
-2.460000000,331.739190069,-7.045522790
-2.455000000,-971.859119824,-4.329185565
-2.450000000,-2989.194296605,0.524591502
-2.445000000,1653.714636090,-6.146896269
-2.440000000,626.682902478,-0.427549109
-2.435000000,662.301944142,8.670448291
-2.430000000,947.526475775,-4.726244013
-2.425000000,-1146.545236767,-4.791858178
-2.420000000,225.562392692,-4.080153427
-2.415000000,-1604.278494460,0.665847502
-2.410000000,1161.678041267,3.578499451
-2.405000000,-3147.330496227,-0.411274001
-2.400000000,4052.698567768,4.468897195
-2.395000000,1133.090508021,-0.830644076
-2.390000000,716.658616598,5.120582758
-2.385000000,-2098.569928079,0.223391574
-2.380000000,3755.430254768,5.742544468
-2.375000000,1292.314027952,6.001785659
-2.370000000,2040.010623261,10.316822684
-2.365000000,1375.821935829,10.349360552
-2.360000000,1546.725077152,0.460804180
-2.355000000,2981.596175353,-0.078065642
-2.350000000,-45.065943581,2.162071502
-2.345000000,922.952252459,-4.006516259
-2.340000000,-167.325975767,-1.914391922
-2.335000000,221.102088963,-1.622928777
-2.330000000,2180.420228167,11.986684392
-2.325000000,3262.903625366,-0.722834263
-2.320000000,1857.633322878,5.170497654
-2.315000000,3047.809531549,1.946670105
-2.310000000,1090.424356780,5.238115369
-2.305000000,-2075.154070170,-4.457634865
-2.300000000,-8847.186066059,-0.567966202
-2.295000000,-751.372191513,-0.316974811
-2.290000000,-2272.275646261,0.086908043
-2.285000000,-4130.383764350,2.639004897
-2.280000000,1900.276890856,6.363544605
-2.275000000,1141.087347507,-5.217367047
-2.270000000,-967.562217121,-2.235932024
-2.265000000,-5592.105903492,-0.781391937
-2.260000000,-1679.248509234,1.598468270
-2.255000000,-3815.576535453,5.211870953
-2.250000000,2236.038390542,2.307635966
-2.245000000,-546.963433802,-3.758326560
-2.240000000,2576.162418808,-2.671735082
-2.235000000,-5159.887011722,-5.037498748
-2.230000000,-3561.564791499,8.526894486
-2.225000000,1255.998230160,9.697797428
-2.220000000,1311.284093869,4.138103280
-2.215000000,-1987.465544712,2.843451399
-2.210000000,-2378.281976670,-3.918308868
-2.205000000,734.739235650,5.242099966
-2.200000000,-562.927212463,10.740158787
-2.195000000,-1541.192082145,-2.773790140
-2.190000000,-1921.849622616,5.703311083
-2.185000000,1260.240250131,-1.802917621
-2.180000000,1715.817858867,6.261964192
-2.175000000,2346.811017966,-1.589131190
-2.170000000,2232.533464936,-3.297880040
-2.165000000,-2232.933404015,-7.576145493
-2.160000000,-946.790519441,0.792437428
-2.155000000,2675.186331864,-7.767785440
-2.150000000,-2367.317788545,11.986491037
-2.145000000,669.449831843,-4.196685371
-2.140000000,744.012319380,-12.707830289
-2.135000000,-1508.086255317,-5.947567449
-2.130000000,157.671311587,-1.867762406
-2.125000000,1978.389709939,2.666953361
-2.120000000,3877.351138810,-8.599786692
-2.115000000,-1003.312208821,-4.836506057
-2.110000000,-868.462173048,7.517852750
-2.105000000,563.692422750,2.833044846
-2.100000000,-3327.450548401,2.711821739
-2.095000000,-27.798157690,-3.114219385
-2.090000000,-3288.273325593,-17.061624227
-2.085000000,1350.405881090,-5.762260818
-2.080000000,-799.729352845,-7.369307397
-2.075000000,2376.734218054,9.159577719
-2.070000000,-2123.145711654,-8.994096390
-2.065000000,130.313972166,0.985813425
-2.060000000,225.756664661,-4.130743835
-2.055000000,-432.778385862,-5.000806601
-2.050000000,1749.294765613,8.661363584
-2.045000000,-2025.563208470,0.651736621
-2.040000000,323.278217197,7.163383419
-2.035000000,-507.646204520,-4.454272763
-2.030000000,-1620.485748317,-6.551431448
-2.025000000,2855.888452335,-6.927410749
-2.020000000,-449.315770964,-1.562555648
-2.015000000,-1160.973940043,-6.133811851
-2.010000000,2096.426566717,-16.440342094
-2.005000000,-757.832978721,-6.991918429
-2.000000000,-437.210953208,2.972194257
-1.995000000,-1789.163101759,-0.428486125
-1.990000000,1422.971534177,6.559224998
-1.985000000,1288.300244918,-0.530985012
-1.980000000,-2213.519411766,-0.187078433
-1.975000000,-2493.256890276,-5.616089752
-1.970000000,771.845311031,2.327662687
-1.965000000,1193.370910132,2.462399235
-1.960000000,-1170.653468182,-15.584030549
-1.955000000,909.352070227,9.654525081
-1.950000000,2506.274816394,-2.709714489
-1.945000000,-1679.480762626,-8.068026754
-1.940000000,1728.017684598,5.388675795
-1.935000000,-1894.551943754,-6.111306545
-1.930000000,722.823119673,-1.352415773
-1.925000000,-358.223070701,0.712989878
-1.920000000,759.927039188,-6.155657690
-1.915000000,3149.511572181,-0.593793580
-1.910000000,-2183.100288022,-1.266882898
-1.905000000,-3373.581345612,-6.723800102
-1.900000000,823.255518573,-6.789781850
-1.895000000,3065.405960495,15.804356577
-1.890000000,-727.625256395,17.199151867
-1.885000000,-3191.047662053,0.910883433
-1.880000000,-5112.913543790,2.726281853
-1.875000000,1260.895574703,-10.312245229
-1.870000000,2704.012258781,-13.021559431
-1.865000000,-3349.298583800,-8.028698056
-1.860000000,-2278.066406146,11.350525330
-1.855000000,-70.410429000,3.312771263
-1.850000000,-725.693628080,-6.571767076
-1.845000000,1409.687737904,13.316628123
-1.840000000,2158.255527739,2.379713229
-1.835000000,3041.974406220,-9.931104191
-1.830000000,-1820.299247908,-0.047436271
-1.825000000,-586.493623565,-2.843515104
-1.820000000,2228.388376360,9.697059955
-1.815000000,-591.509832020,1.738276404
-1.810000000,-5.172812815,7.776420436
-1.805000000,-27.361730677,-3.444058173
-1.800000000,3290.350941163,4.476538665
-1.795000000,4250.889984655,7.133484260
-1.790000000,-1331.683262828,-1.812118466
-1.785000000,3585.331727056,1.965022608
-1.780000000,-2817.030776466,1.889154898
-1.775000000,-564.530109198,5.599156679
-1.770000000,480.997171190,-6.808136517
-1.765000000,-395.789992409,0.542815868
-1.760000000,-1676.600903331,-2.049526943
-1.755000000,-2411.084624140,2.682733835
-1.750000000,-4470.206647561,-1.157470870
-1.745000000,2666.025101815,9.338878906
-1.740000000,4065.017883493,-5.248778771
-1.735000000,-844.705482961,0.867567128
-1.730000000,3109.887488065,-4.526330859
-1.725000000,3151.560997092,-1.726036031
-1.720000000,3070.673599607,-0.179308349
-1.715000000,-4469.023610416,0.746269276
-1.710000000,900.534842063,-7.274998078
-1.705000000,4370.908461670,5.188406324
-1.700000000,-339.306763529,-4.783813014
-1.695000000,1464.118986049,-5.505364302
-1.690000000,-302.935357895,-3.077418431
-1.685000000,2150.219300108,-0.849703071
-1.680000000,-3625.148218761,7.758763916
-1.675000000,-4112.869434578,12.254540704
-1.670000000,-298.386814684,-10.965426697
-1.665000000,2653.069838319,-1.313718059
-1.660000000,-279.288413651,6.497033933
-1.655000000,-3131.511972728,8.003113166
-1.650000000,1768.003229115,2.222615333
-1.645000000,752.447308941,-2.109903902
-1.640000000,-2061.913974985,-7.652030533
-1.635000000,1076.703471442,14.813325711
